tweet
"CEO do BPI disse q o estado n devia pagar tanto nos certificados de aforro.. é por estas e por outras q sempre defendendi q o estado nunca deveria intervir em empresas privadas. Isto vale para o BES, TAPs,Efacecs, etc.. Ao estado o q é do estado aos privados o q é dos privados 🤷🏻"
"@MRMortagua Devias estar contente se fores acionista do BPI, ó extremista caviar! E então? Se o Banco teve lucros é pq é bem gerido e paga IRC, conforme está legalmente determinado! Que merda de correlação pretendes fazer com o aumento da inflação?"
@banco_bpi Cidade
@AndreFrois BFB e Borges &amp; Irmão foram engolidos pelo BPI e o BPSM foi vendido ao BCP e extinto
Presidente do BPI diz que o estado não precisava pagar tanto de juro s dos certificados de aforro. Bom bom é as pessoas pagarem para terem as suas economias nos bancos.
"@banco_bpi Luanda, na esquina do cinema."
@banco_bpi Praia ...
"E Porque Hoje é Sexta Pode parecer até algo esquizofrénico, mas em Portugal as notícias são: “palco que custa 5 milhões”, “indemnização da CEO da TAP de 3 milhões”, “Enzo sai por 120 milhões”, “BPI lucra 322 milhões”… milhões,..."
BPI prevê abrandamento do crédito à habitação e maior risco de incumprimento em 2023
"A Live de ontem de encerramento do BPI me fez repensar tudo que vivi em 10 anos e todo mundo que conheci nos hangouts do BPI, que de certa forma fizeram parte da minha jornada. Obrigado em especial aos meus amigos @leoniarte e @douglira por nos ajudar nessa jornada artística."
BPI não se compromete a ir além de 4% de aumentos salariais
@MRMortagua o BPI não está pagando praticamente nada pelos depósitos não admira que tenha lucros record
BPI tem dois mil créditos à habitação elegíveis para reestruturação no novo regime Em
"New post: ""E Porque Hoje é Sexta"" Pode parecer até algo esquizofrénico, mas em Portugal as notícias são: “palco que custa 5 milhões”, “indemnização da CEO da TAP de 3 milhões”, “Enzo sai por 120 milhões”, “BPI lucra 322 milhões”… milhões,..."
BPI tem 2000 créditos à habitação elegíveis para reestruturação no novo regime Em
BPI não se compromete a ir além de 4% de aumentos salariais #economiaaominuto
BPI não se compromete a ir além de 4% de aumentos salariais -
"BPI sobe juros dos depósitos “em breve”. Estado não devia pagar tanto nos certificados, diz CEO"
"O Presidente da Fundação ""la Caixa"" e o Presidente honorário do BPI reuniram com o Presidente da República, e com o Primeiro-Ministro. Foi discutido o passado, o presente e o futuro da Fundação “la Caixa” e da sua intervenção em Portugal. #FundaçãolaCaixa #BancoBPI"
"@PSaserPS @SICNoticias Não te preocupes que a banca, no longo prazo, vai sempre à falência. Daqui a uns tempos estás a reclamar que o estado deu garantias ao BPI."
"@pedrotomas1975 Já se esqueceram do outro do BPI - ""os portugueses aguentam"". FDP"
@komemerda realmente é trágico acordar portugues/a e cliente do bpi 😭😭
@banco_bpi Preferia que nao tivessem fechado o meu balcao sem sequer um email a notificar
"NÚMERO DO DIA 4 BPI não se compromete a ir além de 4% de aumentos salariais, mesmo depois de anunciar um aumento de 19% nos seus lucros."
@rijafofaedura Já fiz no BPI desde k foi Espanhóis
"CEO do BPI disse q o estado n devia pagar tanto nos certificados de aforro.. é por estas e por outras q sempre defendendi q o estado nunca deveria intervir em empresas privadas. Isto vale para o BES, TAPs,Efacecs, etc.. Ao estado o q é do estado aos privados o q é dos privados 🤷🏻"
"@MRMortagua Devias estar contente se fores acionista do BPI, ó extremista caviar! E então? Se o Banco teve lucros é pq é bem gerido e paga IRC, conforme está legalmente determinado! Que merda de correlação pretendes fazer com o aumento da inflação?"
@banco_bpi Cidade
@AndreFrois BFB e Borges &amp; Irmão foram engolidos pelo BPI e o BPSM foi vendido ao BCP e extinto
Presidente do BPI diz que o estado não precisava pagar tanto de juro s dos certificados de aforro. Bom bom é as pessoas pagarem para terem as suas economias nos bancos.
"@banco_bpi Luanda, na esquina do cinema."
@banco_bpi Praia ...
"E Porque Hoje é Sexta Pode parecer até algo esquizofrénico, mas em Portugal as notícias são: “palco que custa 5 milhões”, “indemnização da CEO da TAP de 3 milhões”, “Enzo sai por 120 milhões”, “BPI lucra 322 milhões”… milhões,..."
BPI prevê abrandamento do crédito à habitação e maior risco de incumprimento em 2023
"A Live de ontem de encerramento do BPI me fez repensar tudo que vivi em 10 anos e todo mundo que conheci nos hangouts do BPI, que de certa forma fizeram parte da minha jornada. Obrigado em especial aos meus amigos @leoniarte e @douglira por nos ajudar nessa jornada artística."
BPI não se compromete a ir além de 4% de aumentos salariais
@MRMortagua o BPI não está pagando praticamente nada pelos depósitos não admira que tenha lucros record
BPI tem dois mil créditos à habitação elegíveis para reestruturação no novo regime Em
"New post: ""E Porque Hoje é Sexta"" Pode parecer até algo esquizofrénico, mas em Portugal as notícias são: “palco que custa 5 milhões”, “indemnização da CEO da TAP de 3 milhões”, “Enzo sai por 120 milhões”, “BPI lucra 322 milhões”… milhões,..."
BPI tem 2000 créditos à habitação elegíveis para reestruturação no novo regime Em
BPI não se compromete a ir além de 4% de aumentos salariais #economiaaominuto
BPI não se compromete a ir além de 4% de aumentos salariais -
"BPI sobe juros dos depósitos “em breve”. Estado não devia pagar tanto nos certificados, diz CEO"
"O Presidente da Fundação ""la Caixa"" e o Presidente honorário do BPI reuniram com o Presidente da República, e com o Primeiro-Ministro. Foi discutido o passado, o presente e o futuro da Fundação “la Caixa” e da sua intervenção em Portugal. #FundaçãolaCaixa #BancoBPI"
"@PSaserPS @SICNoticias Não te preocupes que a banca, no longo prazo, vai sempre à falência. Daqui a uns tempos estás a reclamar que o estado deu garantias ao BPI."
O BPI anunciou lucros consolidados de 365 milhões de euros em 2022
"@carlos_jb_paz Este prestamista autorizado esquece que no mc donald também secome por menos, e já é jantar fora. Faz lembrar o Ulrich do BPI no tempo da troica, ai aguentam aguentam. E já agora temos aquele deputado do PSD Carlos Peixoto, por sinal meu amigo, quando se referiu á peste grisAlha"
"Num período marcado pela subida das taxas de juro, o BPI garante estar atento a esta questão e que irá “em breve” começar a aumentar a remuneração dos depósitos."
Lucros do BPI aumentaram para 635 milhões de euros
O BPI anunciou lucros consolidados de 365 milhões de euros em 2022
@SICNoticias Pode parecer muito mas equivale aprox a 1/3 do apoio dado à TAP pelo Estado em dez 2022. Com a diferença que no BPI ninguém foi obrigado a deixar lá o seu dinheiro.
"Telejornal RTP1, três notícias seguidas: -taxa de esforço das famílias para pagar rendas e empréstimos acima de 50% -Lucros BPI em 2022: 319 milhões de euros -Consequencias da saúde mental e stress no trabalho Soma e segue."
BPI vai pagar 284 milhões de euros em dividendos ao CaixaBank | O Jornal Económico
BPI quer pagar 284 milhões em dividendos ao espanhol Caixabank #economiaaominuto
"NÚMERO DO DIA 365 000 000 BPI sobe lucros em 19% para 365 milhões em 2022. A actividade em Portugal contribuiu com 235 milhões de euros, o que representa um aumento de 31% face a 2021."
Lucros do BPI subiram 19% em 2022 Em
Banca: BPI fecha 2022 com lucros de 365 milhões
CEO do BPI revela que 1% dos clientes do banco com crédito à habitação contactaram o banco para renegociarem o empréstimo
"BPI sobe juros dos depósitos “em breve”. Estado não devia pagar tanto nos certificados, diz CEO"
Lucros do BPI subiram 19% para 365 ME em 2022
BPI aumenta resultados em 19% para 365 milhões em 2022. Atividade em Portugal lucrou 235 milhões
Lucros do BPI subiram 19% para 365 ME em 2022 -
"O BPI teve lucros consolidados de 365 milhões de euros em 2022, mais 19% do que no ano anterior, divulgou hoje o banco. No ano passado, a margem financeira do BPI subiu 20% para 548 milhões de euros e as comissões cresceram 3% para 296 milhões de euros."
"Os lucros consolidados do BPI ascenderam a 365 milhões de euros em 2022, mais 19% do que em 2021. A atividade em Portugal gerou ganhos de 235 milhões de euros"
Lucro do BPI sobe quase 20% para 365 milhões de euros
BPI sobe lucros em 19% para 365 milhões em 2022
BPI vê lucros subirem 19% em 2022 para 307 milhões de euros
Lucros do BPI sobem 19% para 365 milhões de euros em 2022 | O Jornal Económico
"Bom dia. Depois do Santander Portugal, esta sexta-feira é a vez de o BPI apresentar os seus resultados referentes a 2022. Lá fora, os EUA divulgam os dados mais recentes sobre o mercado laboral."
"@afo1so Agradeço demais o BPI, me ajudou tanto 🥺"
"Bate-Papo Ilustrado chegou ao fim, foram 9 aninhos, espero que tenha ajudado muita gente da mesma forma que me ajudou e definiu minha carreira. Se não fosse pelo BPI eu não estaria onde estou hoje. RIP ❤️"
"Fim do Iconic, agora o fim de mais uma lendária fase do Bate-papo Ilustrado, agora é esperar ansioso pra esse recomeço e é isso ai kkk✨Só agradecer a todos do BPI e ao grande Leoni"
"@drewhagel Estilo o do bpi em 2013. Para mim é canalhice, pois soa a moralismos bacocos. E, no limite, o banco dele vive desse consumo! É com cada esteio..."
"Na senda do do BPI: ai aguenta, aguenta!"
"Depois do “Aguenta, Aguenta” do BPI temos este em que o problema está nos jantares à Sexta-Feira. Gostava de saber o que acha dos empréstimos à banca e das ofertas tipo Banif. Puro nojo este tipo de gente."
"@inesdealmeida90 Já o Ulrich do BPI dizia de forma acintosa ""Os Portugueses aguentam..."" eu acho que esta estirpe tbm aguentava com 7.62"
"@D_One1989 @theGOAT_2020 Tipo aqueles que estão nas bancas portuguesas""Bic, BPI etc"" no sector imobiliário e em outras empresas,o caso BES Angola""Álvaro Sobrinho"" diz tudo,os diamantes de Angola roubados pelo Sócrates... não fala só atoa vai ainda pesquisar bem os mambos 😏😏😏😏😏"
"Thank you for your confidence @ffmspt BPI | Fundação ""la Caixa"" Chair in Responsible Finance @banco_bpi @FundlaCaixaPT @NovaSBE"
"Quando se perguntarem porque é que a direita não ganha eleições, não se esqueçam de agradecer ao senhor do Santander, ou ao ""aguenta, aguenta"" do BPI. Porque será que em Portugal há uma aversão ao empresariado? É um mistério muito grande."
NOS e BPI lançam operação de financiamento sustentável de 75 milhões de euros
"A operação hoje anunciada significa que 70% da dívida está agora indexada ao desempenho da empresa em matérias de sustentabilidade. O financiamento foi feito com cinco instituições financeiras: BPI, Sabadell, Santander Totta, CGD e Millennium bcp."
@G_L @nuno_vilao @SamRepublica Quem protegeu Isabel dos Santos e impediu que saísse mais cedo do BPI BCP Efacec etc? Costa. Quem impediu que BeS fosse devidamente supervisionado? Constâncio e Sócrates. Não percebo a referência às empresas acima. São bandidos em que sentido?
"Susana Trigo Cabral será a nova administradora executiva do BPI, banco que não tinha no atual mandato nenhuma mulher na comissão executiva. Além disso o conselho de administração do banco, presidido por Fernando Ulrich, vai alargar a comissão de..."
BPI alarga comissão executiva para seis membros | O Jornal Económico
"@G_L @filipecoalves @SamRepublica Ahahahaha,você só fala do BCP?É o único banco que conhece. Não conhece: EuroBic,BPI,Crédito Agrícola,Santander,Banco Big,BBVA,Abanca … só conhece o BCP,é isso?🥲"
"@G_L @filipecoalves @SamRepublica O sistema financeira era chinês?😂 O BCP tem acionistas chineses ? O Santander é português,sequer?O Crédito Agrícola tem acionistas chineses?O BPI passou para aos mãos de chineses ou espanhóis?A sério,vocês vivem numa realidade alternativa,só pode."
Comissão Executiva do BPI cresce e passa a ter seis membros até 2025. CFO renuncia
Administração do BPI alarga Comissão Executiva para seis membros #economiaaominuto
BPI e Galp assinam parceria para disponibilizar soluções de autoconsumo solar às empresas portuguesas
"B: Ontem à noite, a equipa B do Estrela da Amadora recebeu e venceu o seu jogo, contra o Campo de Ourique. Próxima semana recebemos a equipa A do BPI. Parabéns equipa!"
"@beto_toscani @Zenobre1 @charlie_mouch @CynGr4 @vade_ca @RenataF39715612 @LuizCamargoVlog Agora explique porque a P&amp;G fechou sua fábrica da Wella no Rio? Porque a Big BPI fechou as portas? E quanto ao grupo guararapes que demitiu 800 pessoas? E a TOYOTA que demitiu 2000, e a Pagseguro e 99 que demitiram 900 .... Lula não criou 1 novo posto de trabalho desde q entrou"
"Bolsa de Lisboa ganha 0,17% com BPI a liderar #BolsaDeLisboa #BolsaDeValores #BPI"
"@komemerda Um amigo meu que também estava no bpi teve 3 calncelamentos numa só viagem Eu feito esperto mandava-lhe dinheiro por mbway e pedia para ele pagar as coisas por mim, só para ver o cartão ser cancelado outra vez"
@komemerda é sempre a merda do bpi e é sempre com as compras mais cagadas juro
"@joana_plcc E não assalta o BPI, nem o Santander, nem o Millenium porque só tem TOQ de caixa. #desculpa não consegui evitar."
@jeonginfoIIame Clar BPI A yorar
Terceira vez que a puta do bpi cancela o meu cartao de credito quando o uso noutro pais para gastar 80 centimos tipo o bando acha que eu nao saiu de casa PORRA
"Terça-feira, 31 de janeiro, realiza-se a sessão de esclarecimento do Prémio BPI Fundação “la Caixa” Capacitar. Pode assistir online ou presencialmente. Inscreva-se: Sessão online: Sessão presencial: #FundaçãolaCaixa #BancoBPI"
ME BPI A TATUAR ESTA FOTO
"@jonybgood_k @rjqmpedrosa @SexoGratweeto Imagens ""sacadas"" da net que, por acaso, é o próprio site do BPI, onde está toda a informação e onde é o ÚNICO sítio onde se pode contratar este produto que é exclusivo do canal digital do BPI...🤷🏻‍♂️ Mentir é, de facto, feio."
"@jonybgood_k @rjqmpedrosa @SexoGratweeto Ou estás a mentir, ou está o BPI a mentir. As condições são claras: ""Sem necessidade de constituição de garantias a favor do BPI"" e ""Comissão de abertura: 2% sobre o montante contratado"" mas 25€/mês de ""gestão""."
"@drummer_mcgee @rjqmpedrosa @SexoGratweeto tenta, depois falamos. eu tive de conseguir garantias, para acesso a esses 25k do BPI."
"Ou seja: @antoniocostapm reagiu a pressões de @ECB p/afastar do sistémico #BPI a cleptocrata (q obstruía,já q era ali accionista qualificada),deixando-a em troca continuar banqueira, ie. a “lavar” via #EUROBIC. E #BCP, em cujo capital a autorizou a entrar."
São 8 horas da manhã e eu tô ouvindo BPI PO KINHA RAINHA DA PUTARIA
Era só um amigo 7 arrumando a boa do banco BPI de Portugal kkkkkkkk
@brunodefreitas2 @banco_bpi tá down
@banco_bpi não posso fazer login na app do banco
"banco bpi a escória de portugal, banco ruim, aplicativo pior ainda."
Queria saber pq o app do bpi não quer abrir
@d10thed0g BCP entre as 14 e as 16 em baixo. BPI funcionava.
"Alguém por aqui com problemas em entrar no BPI, por web ou app?"
"No entanto, se Isabel dos Santos também accionista do EuroBIC, entrou e continuou como acionistas do BPI, tal só foi possível com a anuência do Banco de Portugal. O que estes escândalos revelam é a necessidade de uma intervenção do poder político e do Banco de Portugal... +"
"Sobre a situação do BPI, era evidente o problema de ultrapassagem de limites regulamentares dos ""grandes riscos"", por força da participação de accionistas em instituições financeiras no estrangeiro, situação agravada por diferendos entre accionistas. +"
mesmo a do bpi nunca funciona.
"1. Mota-Engil ganha ajuste directo do “Altar-JMJ23”; 2. Ant° Lobo Xavier é Conselheiro d’Estado desde 2016; é Administrador não executivo da Mota-Engil, NOS, Riopele e é VP/BPI 3. Mota-Engil Financia PS. Moralidade “1,2,3”: “Mota-Engil e ALX têm o dom da ubiquidade”. AbsurdQ"
"Governo de Costa agradeceu investimentos de Isabel dos Santos, mesmo achando que ela pôs o BPI em causa em resposta ao ex-governador"
"Foram ontem anunciados no Building The Future os desafios dos participantes do Fintech Innovation Lab, o programa de inovação da Fintech Solutions. Nesta edição participam a Allianz, o @banco_bpi, a Cofidis, a Tranquilidade e a Unicre. Saiba mais em"
"PRÉMIO BPI|Fundação ""la Caixa"" 2022 - A(cuidar) Maior"
@rochacbruno @srprogrammer O bpi não é ruim... mas tbm nao é maravilhoso
"O Pedro Nuno tratava as indemnizações na TAP ""informalmente"", o PM tratava os assuntos do BPI com o governador do BP ""informalmente"", o PR trata do assunto das JMJ ""informalmente"" e os patos que pagam as contas deviam mandá-los f***r. ""Informalmente"", claro"
"Sobre a intervenção dos governos do PSD/CDS e do PS nos processos que envolveram o BANIF e o BPI/Eurobic O ajuste de contas, suscitado pela publicação do livro com entrevistas ao ex-Governador do Banco de Portugal Carlos Costa, pelas perguntas apresenta…"
Aplicativo do BPI um show de horrores
"“A nova realidade patrimonial transfronteiriça: descobrimento e valorização do Anfiteatro de Ammaia”. Um projeto apoiado apoiado pela Fundação “la Caixa” e o BPI, através do Programa Promove – Dinamização de Regiões Fronteiriças."
"Duas questões: E se António Costa tivesse interferido nas decisões do Banco de Portugal sobre o BPI, como acusa o PSD, qual era o problema?; Será a banca uma coutada protegida, onde a democracia não entra? ["
PSD acusa António Costa de interferência política no caso do Banif e BPI
📰 EuroBic/BPI: PS vai requerer ao BdP documentação sobre intervenção de Carlos Costa 📸 Jorge Ferreira 👉 #PSParlamento #ContinuarAAvançar #TodosContam #JuntosSeguimosECumprimos
Fica tudo na família @psocialista. Ou não tivesse Centeno ido ilegalmente para o cargo 😜 PS pede ao Banco de Portugal “toda a documentação” sobre intervenção no processo Eurobic/BPI – Observador
PS pede ao Banco de Portugal “toda a documentação” sobre intervenção no processo Eurobic/BPI
Socialistas querem esclarecer intervenção do ex-governador Carlos Costa no Banco de Portugal no quadro da sua intervenção no BPI
"🗣️A carta enviada pelo Primeiro-Ministro ao Parlamento mostra que há factos por esclarecer no que diz respeito à intervenção do ex-Governador do Banco de Portugal, Carlos Costa, no processo de acordo para a desblindagem dos estatutos do BPI.#PSParlamento #JuntosSeguimosECumprimos"
"AC na questão Eurobic BPI afinal sempre ordenou que Isabel dos Santos não devia ser incomodada a bem de ""interesse de superior da nação"". Agora percebe se porque nunca avançou com o processo ao antigo Governador do Banco de Portugal. Esterco é a palavra que me ocorre."
BPI instala-se no Edifício Monumental em Lisboa. Conheça a nova casa do banco
Quais são as acções preferidas do Caixabank/BPI? Fonte: Negócios #InvestSpot #edp
@TalktoBPI Tara pm na
@Shineeeeyyyy is diz BPI?
"@DenunciaBurlas O BPI sempre que entro na app, tem alertas de segurança para as tentativas de phishing."
As 12 respostas (e não respostas) de António Costa ao PSD sobre Eurobic/BPI e Banif
"@mariaescaja @goncalo_dc O direito há habitação, foi ganho numa instituição chamada bpi. Todos os meses a subsídio. Agora mais a sério, nem todas as pessoas têm a possibilidade de viver no centro de uma cidade ou em frente ao mar."
@DenunciaBurlas @Millenniumbcp @Activo_Bank @santanderpt @banco_bpi tenta ir ver ao termos dos sites deles se têm dpo (deve lá estar explicito o email) e envia para ele para reencaminhar internamente
"Estando em causa a segurança dos clientes, e em última análise do próprio banco, não deveriam ser mais céleres a reagir e a agir? Ou os bancos apenas têm contas nas redes sociais para venderem os seus produtos?! 🤔 @Millenniumbcp @Activo_Bank @santanderpt @banco_bpi"
Banca: Costa admite contacto informal com ex-governador sobre riscos no BPI e nega favor a Isabel dos Santos
Banca: Costa admite contacto informal com ex-governador sobre riscos no BPI e nega favor a Isabel dos Santos
#BPI @TalktoBPI Ano na po ?
Certificação ambiental internacional atribuída ao Edifício Sede do BPI no Porto -
Edifício Sede do BPI no Porto recebe certificação ambiental internacional
"@upsfeup Por acaso o BPI contactou-me com uma oferta porreira a 5 anos, mas vou mesmo abater no crédito. É um bocado desolador quando vês que a diferença ao final do mês é irrisória, mas depois multiplicas pelos anos que faltam…"
"@inesmorsantos Esse gajo esteve no BPI, donde saiu como um relâmpago. Porquê?! Investiguem."
"@aprendiz0135 @LiberalPT @runroc Esse gajo esteve no BPI, donde saiu como um relâmpago. Porquê?! Investiguem."
"@hrques @CastoldiRafael @fernandoulrich Guru de internet? Sinceramente, você não conhece nada do trabalho do cara. Concordo que as OPINIÕES dele aqui no tt são controvérsias. Porém, o cara é formado no exterior em economia e foi presidente do BPI (Banco português), as análises financeiras dele são referência"
"A Mota-Engil surge na avaliação do CaixaBank/BPI com uma avaliação no cenário central de 3,20 euros/ação (+19% face à ultima avaliação), representando um potencial de +135% face à cotação de dia 20 de janeiro (sexta-feira)."
"@clerigo @ricksdev O tempo passa a correr, ainda ontem nos cruzávamos em lisboa, o @clerigo no bpi e eu na deloitte. Também me cruzei com o @ricksdev numa entrevista para uma empresa de estruturas metálicas na Marinha Grande. E zás passou quase uma década."
"PSI valoriza em dia verde na Europa. REN, BCP, Galp, CTT e Navigator lideram. O BCP foi alvo de uma revisão em alta por parte do Caixabank/BPI: o preço-alvo subiu de 0,20 euros para 0,25 euros por ação, com a recomendação de compra a ser mantida."
"Máquina para gravar cheques. BPI, Lisboa."
"@banco_bpi Infelizmente uso a vossa app, mas ela precisa dr uma restauração no UI. Estamos no ano 2023 e parece uma app dos anos 2009 com a conjugação de cores horrível"
@banco_bpi Excelente e exemplar BPI ...
@anavitoriav10 @somos_capitan Na BPI são umas leoas...mas na Champions são umas franguinhas. Bater em morto é fácil.
@banco_bpi O que é um multibanco? O que são dependências bancárias? Ponham lá Criptoactivos e moedas digitais na app pois os PPRs estão moribundos
@banco_bpi 🎩 Quem não precisa do BPI porque poupa em #bitcoin e não teme inflação.
"@banco_bpi Não, não vamos poupar porque a banca fica-nos com as poupanças!"
"@banco_bpi Vamos poupar, vamos! O @banco_bpi reduz os custos de manutenção de conta, cartões, etc para os seus clientes. O que vos parece?"
como assim só há dois bpi em aveiro e são literalmente um a frente do outro ? e o maps mandou me para 2 que já estão fechados há anos xD
Mil colaboradores e Comissão Executiva do Banco BPI mudam-se para o Monumental
Atribuídos 10 Prémios BPI Fundação 'la Caixa' a instituições da Madeira nos últimos anos
@renancalheiros Conversa p BPI dormir
"O Pacto Mais e Melhores Empregos para os Jovens é uma iniciativa da Fundação José Neves e do Governo e inclui como empresas signatárias a Altice, a Bial, o BPI, a Brisa, os CTT, a EDP, a Galp, entre outras. Saiba mais em"
"Os sindicatos afetos à UGT consideram que os aumentos salariais promovidos pelo BPI, Novo Banco e Santander “são bem-vindos” mas “insuficientes” e alertam que o processo negocial em curso “não pode ser desvirtuado”"
BPI instala-se no Edifício Monumental – são 11 pisos de escritórios
#ForbesPortugal | Mil colaboradores e Comissão Executiva do Banco BPI mudam-se para o Monumental
BPI instala-se no Edifício Monumental em Lisboa
"Santander, BPI e Novo Banco promovem revisões salariais antecipadamente, mas os sindicatos querem mais. Tal como na meia pensão, os reformados do sector não são contemplados com atualizações das pensões"
"@G_L Que banco o Estado resgatou? Só um, a CGD. Emprestou a 2 (BCP e BPI) que pagaram com juros. BES, BANIF e BPN: faliram. Os accionistas perderam tudo. Quem se salvou foram os credores (depósitos e empréstimo aos bancos)."
"Em 2012, Fernando Ulrich, então Presidente executivo do BPI dizia: “O país aguenta mais austeridade?... Ai aguenta, aguenta” Eis a versão 2023:"
BPI instala-se no histórico Edifício Monumental em Lisboa -
"BPI, Novo Banco e Santander Totta anunciaram que vão atualizar os salários dos seus trabalhadores em 4% já a partir deste mês, isto quando decorre a negociação da revisão salarial de 2023 do Acordo Coletivo de Trabalho (ACT)."
BPI instala-se no Edifício Monumental em Lisboa via @ojeconomico
"Com esta mudança, os Serviços Centrais do BPI em Lisboa passam a estar essencialmente concentrados em apenas dois edifícios, Monumental e Casal Ribeiro 59, na zona da Praça do Saldanha."
"No total, são 14.000 metros quadrados de escritórios, com 11 pisos, que passam a acolher a Comissão Executiva do Conselho de Administração do BPI. #vidaimobiliária #imobiliário #BPI #Lisboa #escritórios"
BPI instala-se no Edifício Monumental em Lisboa. Veja as imagens #economiaaominuto
"Numa altura em que o Novo Banco constrói a sua sede no Tagus Park, e quando a CGD procura espaços para sair da atual sede, que vai receber o Governo, o BPI e o CaixaBank levam 1.000 trabalhadores para 11 pisos do novo Monumental"
BPI instala-se no Edifício Monumental em Lisboa via @ojeconomico
"Após BPI e Novobanco, Santander também aprova aumentos de 4%"
"Depois de ter feito um pagamento extraordinário de 750 euros aos colaboradores em outubro do ano passado, o banco decidiu agora aumentar os salários em 4%, dando o mesmo passo que o BPI e o Novobanco."
"Depois do BPI, é o segundo banco privado a avançar com aumentos salariais antes da conclusão das negociações com os sindicatos"
"Depois do BPI, é o segundo banco privado a avançar com aumentos salariais antes da conclusão das negociações com os sindicatos"
@enssib @Bpi_Pompidou @franck75010 @cfibd N’importe quoi.
"Os Prémios BPI Fundação “la Caixa” Capacitar, uma parceria com o @banco_bpi, tem como objetivo impulsionar projetos, que promovam a melhoria da qualidade de vida das pessoas com deficiência ou outras doenças. Saiba mais em: #FundaçãolaCaixa #BancoBPI"
BPI e Fundação la Caixa destinam 1 milhão de euros para projetos de inclusão social
@nasty_shank @accnetwork @MarkPacker @TaylorTannebaum @TreBos10 ESPN's BPI
@knthrny tru to check BPI Corporate SB
"@al_antdp faz o costa muito bem, o dinheiro do costa é o meu e do povo, o dos banqueiros é dos acionistas do bpi/ la caixa, problema deles... Mas se contabilizares as progressoes na carreira, certamente que o bpi nao vai aumentar o dobro..."
"@al_antdp A diferença é que no caso do BPI é o dinheiro dos acionistas, no caso do orçamento de estado é o dinheiro dos contribuintes."
"@al_antdp Pois , é bem capaz de haver uma discrepância do número de trabalhadores da função pública para o número de trabalhadores do BPI ... 🙄"
BPI atualiza salários em 4% quando ainda decorrem negociações com sindicatos
"O BPI vai atualizar os salários em 4% a partir deste mês, quando ainda decorrem as negociações salariais com sindicatos, segundo a informação interna do banco a que a Lusa teve acesso."
BPI aumenta salários em 4% quando ainda decorrem negociações com sindicatos
BPI atualiza salários quando ainda decorrem negociações com sindicatos #economiaaominuto
